12/12/2025 17:49:48	System Memory	Sin procesar	Objeto no procesado		Omitido	Archivo		System Memory	Sin procesar				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\setupinfo	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther	setupinfo	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\setupinfo	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther	setupinfo	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\Unattend\unattend.xml	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/Unattend	unattend.xml	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\Unattend\unattend.xml	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/Unattend	unattend.xml	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\Unattend\unattend.xml.new.bak	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/Unattend	unattend.xml.new.bak	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\Unattend\unattend.xml.new.bak	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/Unattend	unattend.xml.new.bak	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\Unattend\unattend_xml.org.old	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/Unattend	unattend_xml.org.old	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\Unattend\unattend_xml.org.old	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/Unattend	unattend_xml.org.old	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\unattend.xml	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther	unattend.xml	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\unattend.xml	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther	unattend.xml	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\UnattendGC\diagerr.xml	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/UnattendGC	diagerr.xml	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\UnattendGC\diagerr.xml	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/UnattendGC	diagerr.xml	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\UnattendGC\diagwrn.xml	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/UnattendGC	diagwrn.xml	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\UnattendGC\diagwrn.xml	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/UnattendGC	diagwrn.xml	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\UnattendGC\setupact.log	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/UnattendGC	setupact.log	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\UnattendGC\setupact.log	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/UnattendGC	setupact.log	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\UnattendGC\setuperr.log	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/UnattendGC	setuperr.log	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\Panther\UnattendGC\setuperr.log	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/Panther/UnattendGC	setuperr.log	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\setupact.log	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows	setupact.log	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\setupact.log	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows	setupact.log	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\setuperr.log	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows	setuperr.log	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\setuperr.log	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows	setuperr.log	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\CloudFiles\CldFlt0.etl	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/CloudFiles	CldFlt0.etl	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\CloudFiles\CldFlt0.etl	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/CloudFiles	CldFlt0.etl	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\CloudFiles\CldFlt1.etl	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/CloudFiles	CldFlt1.etl	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\CloudFiles\CldFlt1.etl	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/CloudFiles	CldFlt1.etl	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\CloudFiles\CldFlt2.etl	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/CloudFiles	CldFlt2.etl	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\CloudFiles\CldFlt2.etl	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/CloudFiles	CldFlt2.etl	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\CloudFiles\CldFlt3.etl	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/CloudFiles	CldFlt3.etl	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\CloudFiles\CldFlt3.etl	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/CloudFiles	CldFlt3.etl	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM.1	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM.1	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM.1	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM.1	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM.2	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM.2	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM.2	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM.2	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM.3	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM.3	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM.3	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM.3	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM.4	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM.4	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM.4	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM.4	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM.5	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM.5	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\Scm\SCM.EVM.5	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/Scm	SCM.EVM.5	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CimFSUnionFS-Filter.etl	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CimFSUnionFS-Filter.etl	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CimFSUnionFS-Filter.etl	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CimFSUnionFS-Filter.etl	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.001	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.001	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.001	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.001	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.002	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.002	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.002	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.002	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.003	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.003	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.003	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.003	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.004	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.004	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.004	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.004	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.005	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.005	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.005	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.005	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.006	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.006	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.006	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.006	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.007	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.007	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.007	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.007	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.008	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.008	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.008	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.008	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.009	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.009	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.009	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.009	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.010	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.010	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.010	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.010	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.011	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.011	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.011	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.011	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.012	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.012	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\CloudExperienceHostOobe.etl.012	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	CloudExperienceHostOobe.etl.012	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\Diagtrack-Listener.etl.001	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	Diagtrack-Listener.etl.001	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\Diagtrack-Listener.etl.001	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	Diagtrack-Listener.etl.001	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\Diagtrack-Listener.etl.002	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	Diagtrack-Listener.etl.002	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\Diagtrack-Listener.etl.002	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	Diagtrack-Listener.etl.002	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\Diagtrack-Listener.etl.003	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	Diagtrack-Listener.etl.003	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\Diagtrack-Listener.etl.003	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	Diagtrack-Listener.etl.003	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
Hoy, 29/12/2025 12:10:35	C:\Windows\MFGSTAT.zip\OS\Windows\System32\LogFiles\WMI\Diagtrack-Listener.etl.004	Con protección con contraseña	Detección de archivo de almacenamiento protegido con contraseña			Archivo	C:\Windows\MFGSTAT.zip//OS/Windows/System32/LogFiles/WMI	Diagtrack-Listener.etl.004	Con protección con contraseña				LAPTOP-04F40974\User	Iniciador
